query	label	table
find me a room in Hotel Surya on sixteen March 2079 for twenty five days in Jehanabad	O O O O O  B-hotel_name I-hotel_name O  B-day_number  B-month_name B-year  O  B-days  I-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  I-days  <NOTABLE> B-city_name 
find me a room in Raj Shahi  on ten May for thirty one days in Nayagarh	O O O O O  B-hotel_name I-hotel_name  O  B-day_number  B-month_name  O  B-days  I-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  I-days  <NOTABLE> B-city_name 
find me a room in Hotel Surya on 4 October 2089 for 31 days near Lake Gadisar 	O O O O O  B-hotel_name I-hotel_name O  B-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark 
find me a room in Radisson on 30 November for thirty one days near Jallianwala Bagh 	O O O O O B-hotel_name O  B-day_number  B-month_name  O  B-days  I-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  I-days  <NOTABLE>  B-landmark  I-landmark 
find me a room in Raj Shahi  on 30 October for 7 days near Srikalahasti Temple 	O O O O O  B-hotel_name I-hotel_name  O  B-day_number  B-month_name  O  B-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark 
find me a room in Radisson on 18 December for 23 days near Bhimtal Lake 	O O O O O B-hotel_name O  B-day_number  B-month_name  O  B-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark 
find me a room in Radisson on twenty seven August 2084 for 31 days near Dwarkadhish Temple 	O O O O O B-hotel_name O  B-day_number  I-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name <NOTABLE>  B-day_number  I-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark 
find me a room in Raj Shahi  on two  June for twenty three days near Kashi Vishwanath Temple 	O O O O O  B-hotel_name I-hotel_name  O  B-day_number  B-month_name  O  B-days  I-days  I-days  O  B-landmark  I-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  I-days  <NOTABLE>  B-landmark  I-landmark  I-landmark 
find me a room in Hotel Raj Shahi  on 15 January for 25 days near Gaya Railway Station 	O O O O O  B-hotel_name I-hotel_name I-hotel_name O  B-day_number  B-month_name  O  B-days  I-days  O  B-landmark  I-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark  I-landmark 
find me a room in Raj Shahi  on 21 October 2045 for 11 days near Port of Pondicherry 	O O O O O  B-hotel_name I-hotel_name  O  B-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  I-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark  I-landmark 
find me a room in Hotel Surya on ninteen April 2065 for 1 days near Botanical Garden 	O O O O O  B-hotel_name I-hotel_name O  B-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark 
find me a room in Hotel Surya on sixteen August 2023 for 30 days near Madras Christian College 	O O O O O  B-hotel_name I-hotel_name O  B-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  I-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark  I-landmark 
on five April for 19 days in Bambolim find me a room in Radisson	O  B-day_number  B-month_name  O  B-days  I-days  O B-city_name  O O O O O B-hotel_name	<NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name
on 22 July for 17 days in Firozabad find me a room in Radisson	O  B-day_number  B-month_name  O  B-days  I-days  O B-city_name  O O O O O B-hotel_name	<NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name
on 10 November 2039 for two  days in Gadchiroli find me a room in Radisson	O  B-day_number  B-month_name B-year  O  B-days  I-days  O B-city_name  O O O O O B-hotel_name	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name
on 29 November for 20 days in Rohtak find me a room in Hotel Surya	O  B-day_number  B-month_name  O  B-days  I-days  O B-city_name  O O O O O  B-hotel_name I-hotel_name	<NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name
on 4 July for fourteen days in Maharajganj find me a room in Hotel Surya	O  B-day_number  B-month_name  O  B-days  I-days  O B-city_name  O O O O O  B-hotel_name I-hotel_name	<NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name
on 13 July 2014 for sixteen days in Jorhat find me a room in Radisson	O  B-day_number  B-month_name B-year  O  B-days  I-days  O B-city_name  O O O O O B-hotel_name	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name
on 12 April 2049 for 20 days in Lakhimpur-Kheri find me a room in Raj Shahi 	O  B-day_number  B-month_name B-year  O  B-days  I-days  O B-city_name  O O O O O  B-hotel_name I-hotel_name 	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name
on 26 October 2062 for two  days in Allahabad find me a room in Raj Shahi 	O  B-day_number  B-month_name B-year  O  B-days  I-days  O B-city_name  O O O O O  B-hotel_name I-hotel_name 	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name
on 10 May 2065 for sixteen days in Panipat find me a room in Raj Shahi 	O  B-day_number  B-month_name B-year  O  B-days  I-days  O B-city_name  O O O O O  B-hotel_name I-hotel_name 	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name
on twenty nine January for eight days in Davangere find me a room in Radisson	O  B-day_number  I-day_number  B-month_name  O  B-days  I-days  O B-city_name  O O O O O B-hotel_name	<NOTABLE>  B-day_number  I-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name
on 31 August for 25 days near Margao Railway Station  find me a room in Hotel Surya	O  B-day_number  B-month_name  O  B-days  I-days  O  B-landmark  I-landmark  I-landmark  O O O O O  B-hotel_name I-hotel_name	<NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name
on 19 March 2078 for 7 days near Immaculate Conception Church  find me a room in Raj Shahi 	O  B-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  I-landmark  I-landmark  O O O O O  B-hotel_name I-hotel_name 	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name
on thirteen May for twenty eight days near NBSO Ahmedabad  find me a room in Radisson	O  B-day_number  B-month_name  O  B-days  I-days  I-days  O  B-landmark  I-landmark  O O O O O B-hotel_name	<NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  I-days  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name
on 21 October for twelve days near Vaigai River  find me a room in Raj Shahi 	O  B-day_number  B-month_name  O  B-days  I-days  O  B-landmark  I-landmark  O O O O O  B-hotel_name I-hotel_name 	<NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name
on 7 May for nine days near Ambience Mall  find me a room in Hotel Surya	O  B-day_number  B-month_name  O  B-days  I-days  O  B-landmark  I-landmark  O O O O O  B-hotel_name I-hotel_name	<NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name
on thirty one September 2077 for 22 days near Ajmer Sharif  find me a room in Hotel Raj Shahi 	O  B-day_number  I-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  I-landmark  O O O O O  B-hotel_name I-hotel_name I-hotel_name	<NOTABLE>  B-day_number  I-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name
on two  May for 13 days near Brookefields Mall  find me a room in Hotel Surya	O  B-day_number  B-month_name  O  B-days  I-days  O  B-landmark  I-landmark  O O O O O  B-hotel_name I-hotel_name	<NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name
on 28 February 2080 for four days near Vaigai River  find me a room in Hotel Raj Shahi 	O  B-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  I-landmark  O O O O O  B-hotel_name I-hotel_name I-hotel_name	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name
on twenty June for 10 days near Fatehpur Sikri  find me a room in Hotel Raj Shahi 	O  B-day_number  B-month_name  O  B-days  I-days  O  B-landmark  I-landmark  O O O O O  B-hotel_name I-hotel_name I-hotel_name	<NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name
on 22 May 2035 for ten days near Junagarh Fort  find me a room in Raj Shahi 	O  B-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  I-landmark  O O O O O  B-hotel_name I-hotel_name 	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name
look for a room in Hotel Raj Shahi  on 13 July for 2 days in Alappuzha	O O O O O  B-hotel_name I-hotel_name I-hotel_name O  B-day_number  B-month_name  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
look for a room in Raj Shahi  on 3 September for 28 days in Purba-Champaran	O O O O O  B-hotel_name I-hotel_name  O  B-day_number  B-month_name  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
look for a room in Hotel Raj Shahi  on nine May 2041 for fourteen days in Mahendragarh	O O O O O  B-hotel_name I-hotel_name I-hotel_name O  B-day_number  B-month_name B-year  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
look for a room in Raj Shahi  on seventeen September 2051 for twenty seven days in Akola	O O O O O  B-hotel_name I-hotel_name  O  B-day_number  B-month_name B-year  O  B-days  I-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  I-days  <NOTABLE> B-city_name 
look for a room in Radisson on 2 July 2043 for 13 days in Keshod	O O O O O B-hotel_name O  B-day_number  B-month_name B-year  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
look for a room in Hotel Raj Shahi  on 16 May 2079 for twenty two days in Rohtas	O O O O O  B-hotel_name I-hotel_name I-hotel_name O  B-day_number  B-month_name B-year  O  B-days  I-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  I-days  <NOTABLE> B-city_name 
look for a room in Hotel Raj Shahi  on 29 September for six days in Jalaun	O O O O O  B-hotel_name I-hotel_name I-hotel_name O  B-day_number  B-month_name  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
look for a room in Hotel Surya on 12 August for 29 days in Sivaganga	O O O O O  B-hotel_name I-hotel_name O  B-day_number  B-month_name  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
look for a room in Raj Shahi  on two  February for sixteen days in Lower-Dibang-Valley	O O O O O  B-hotel_name I-hotel_name  O  B-day_number  B-month_name  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
look for a room in Radisson on ten March 2078 for 9 days in Jalgaon	O O O O O B-hotel_name O  B-day_number  B-month_name B-year  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
look for a room in Raj Shahi  on fourteen February for 5 days near Mysore Zoo 	O O O O O  B-hotel_name I-hotel_name  O  B-day_number  B-month_name  O  B-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark 
look for a room in Hotel Surya on 28 August for 7 days near Kailasa Giri 	O O O O O  B-hotel_name I-hotel_name O  B-day_number  B-month_name  O  B-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark 
look for a room in Hotel Surya on 18 April for 21 days near The Celebration Mall 	O O O O O  B-hotel_name I-hotel_name O  B-day_number  B-month_name  O  B-days  I-days  O  B-landmark  I-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark  I-landmark 
look for a room in Hotel Raj Shahi  on ten March 2075 for twenty six days near Bandhavgarh National Park 	O O O O O  B-hotel_name I-hotel_name I-hotel_name O  B-day_number  B-month_name B-year  O  B-days  I-days  I-days  O  B-landmark  I-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  I-days  <NOTABLE>  B-landmark  I-landmark  I-landmark 
look for a room in Hotel Surya on 20 May 2063 for twenty days near Jagdish temple 	O O O O O  B-hotel_name I-hotel_name O  B-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark 
look for a room in Radisson on twenty six March 2022 for 13 days near Marine Drive 	O O O O O B-hotel_name O  B-day_number  I-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name <NOTABLE>  B-day_number  I-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark 
look for a room in Radisson on 8 June for sixteen days near Ooty Lake 	O O O O O B-hotel_name O  B-day_number  B-month_name  O  B-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark 
look for a room in Raj Shahi  on 30 February 2038 for 10 days near UB City 	O O O O O  B-hotel_name I-hotel_name  O  B-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark 
look for a room in Hotel Surya on one February 2041 for 8 days near Bangalore Palace 	O O O O O  B-hotel_name I-hotel_name O  B-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark 
look for a room in Hotel Raj Shahi  on one July for twenty seven days near Dolphin Nose 	O O O O O  B-hotel_name I-hotel_name I-hotel_name O  B-day_number  B-month_name  O  B-days  I-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  I-days  <NOTABLE>  B-landmark  I-landmark 
on fourteen December for 6 days in Kamarajar look for a room in Raj Shahi 	O  B-day_number  B-month_name  O  B-days  I-days  O B-city_name  O O O O O  B-hotel_name I-hotel_name 	<NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name
on twenty four June 2087 for four days in Jaipur look for a room in Raj Shahi 	O  B-day_number  I-day_number  B-month_name B-year  O  B-days  I-days  O B-city_name  O O O O O  B-hotel_name I-hotel_name 	<NOTABLE>  B-day_number  I-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name
